time(s),dP2(Pa)
1519510902.205588,  -11.248604
1519510902.234140,  -11.201141
1519510902.262707,  -11.224873
1519510902.291277,  -11.177410
1519510902.319869,  -11.319798
1519510902.348448,  -11.319798
1519510902.377002,  -11.177410
1519510902.405556,  -11.272335
1519510902.434124,  -11.201141
1519510902.462691,  -11.319798
1519510902.491258,  -11.177410
1519510902.519816,  -11.224873
1519510902.548373,  -11.248604
1519510902.576924,  -11.248604
1519510902.605467,  -11.272335
1519510902.634019,  -11.272335
1519510902.662576,  -11.319798
1519510902.691127,  -11.272335
1519510902.719684,  -11.177410
1519510902.748243,  -11.248604
1519510902.776805,  -11.224873
1519510902.805368,  -11.177410
1519510902.833936,  -11.224873
1519510902.862516,  -11.177410
1519510902.891088,  -11.153679
1519510902.919634,  -11.153679
1519510902.948181,  -11.201141
1519510902.976727,  -11.177410
1519510903.005269,  -11.224873
1519510903.033817,  -11.248604
1519510903.062371,  -11.177410
1519510903.090935,  -11.201141
1519510903.119488,  -11.272335
1519510903.148035,  -11.177410
1519510903.176577,  -11.248604
1519510903.205118,  -11.201141
1519510903.233664,  -11.177410
1519510903.262204,  -11.201141
1519510903.290752,  -11.248604
1519510903.319294,  -11.248604
1519510903.347830,  -11.248604
1519510903.376367,  -11.201141
1519510903.404904,  -11.319798
1519510903.433437,  -11.272335
1519510903.461963,  -11.248604
1519510903.490498,  -11.224873
1519510903.519035,  -11.153679
1519510903.547567,  -11.201141
1519510903.576094,  -11.319798
1519510903.604622,  -11.153679
1519510903.633149,  -11.248604
1519510903.661691,  -11.272335
1519510903.690251,  -11.224873
1519510903.718793,  -11.224873
1519510903.747335,  -11.248604
1519510903.776184,  -11.272335
1519510903.804772,  -11.201141
1519510903.833316,  -11.201141
1519510903.861854,  -11.129948
1519510903.890387,  -11.248604
1519510903.918912,  -11.224873
1519510903.947434,  -11.177410
1519510903.975968,  -11.201141
1519510904.004511,  -11.272335
1519510904.033062,  -11.201141
1519510904.061626,  -11.153679
1519510904.090176,  -11.177410
1519510904.118714,  -11.272335
1519510904.147240,  -11.177410
1519510904.175772,  -11.201141
1519510904.204304,  -11.224873
1519510904.232863,  -11.248604
1519510904.261409,  -11.272335
1519510904.289960,  -11.367260
1519510904.318518,  -11.296066
1519510904.347075,  -11.248604
1519510904.375622,  -11.248604
1519510904.404160,  -11.272335
1519510904.432705,  -11.224873
1519510904.461236,  -11.272335
1519510904.489775,  -11.224873
1519510904.518311,  -11.177410
1519510904.546841,  -11.248604
1519510904.575370,  -11.296066
1519510904.603898,  -11.224873
1519510904.632436,  -11.201141
1519510904.660969,  -11.201141
1519510904.689494,  -11.201141
1519510904.718024,  -11.224873
1519510904.746553,  -11.177410
1519510904.775080,  -11.129948
1519510904.803603,  -11.153679
1519510904.832134,  -11.224873
1519510904.860663,  -11.153679
1519510904.889202,  -11.153679
1519510904.917757,  -11.129948
1519510904.946308,  -11.248604
1519510904.974860,  -11.153679
1519510905.003420,  -11.248604
1519510905.031976,  -11.201141
1519510905.060533,  -11.177410
1519510905.089083,  -11.248604
1519510905.117629,  -11.224873
1519510905.146173,  -11.177410
1519510905.174711,  -11.272335
1519510905.203248,  -11.153679
1519510905.231792,  -11.153679
1519510905.260335,  -11.201141
1519510905.288925,  -11.153679
1519510905.317522,  -11.272335
1519510905.346090,  -11.224873
1519510905.374656,  -11.177410
1519510905.403217,  -11.201141
1519510905.431773,  -11.177410
1519510905.460330,  -11.201141
1519510905.488887,  -11.129948
1519510905.517443,  -11.177410
1519510905.546007,  -11.153679
1519510905.574564,  -11.177410
1519510905.603114,  -11.248604
1519510905.631661,  -11.153679
1519510905.660211,  -11.201141
1519510905.688766,  -11.248604
1519510905.717318,  -11.177410
1519510905.745872,  -11.106216
1519510905.774426,  -11.177410
1519510905.802980,  -11.177410
1519510905.831532,  -11.129948
1519510905.860080,  -11.201141
1519510905.888624,  -11.129948
1519510905.917159,  -11.177410
1519510905.945691,  -11.224873
1519510905.974244,  -11.224873
1519510906.002790,  -11.201141
1519510906.031333,  -11.248604
1519510906.059891,  -11.224873
1519510906.088429,  -11.177410
1519510906.116945,  -11.153679
1519510906.145497,  -11.177410
1519510906.174039,  -11.201141
1519510906.202589,  -11.106216
1519510906.231128,  -11.153679
1519510906.259668,  -11.224873
1519510906.288226,  -11.201141
1519510906.316786,  -11.153679
1519510906.345350,  -11.201141
1519510906.373902,  -11.177410
1519510906.402453,  -11.129948
1519510906.430988,  -11.153679
1519510906.459521,  -11.201141
1519510906.488062,  -11.153679
1519510906.516610,  -11.224873
1519510906.545169,  -11.224873
1519510906.573727,  -11.082485
1519510906.602328,  -11.177410
1519510906.630865,  -11.224873
1519510906.659399,  -11.224873
1519510906.687948,  -11.272335
1519510906.716489,  -11.129948
1519510906.745035,  -11.201141
1519510906.773572,  -11.177410
1519510906.802116,  -11.177410
1519510906.830718,  -11.248604
1519510906.859252,  -11.129948
1519510906.887798,  -11.106216
1519510906.916340,  -11.129948
1519510906.944875,  -11.129948
1519510906.973412,  -11.201141
1519510907.001953,  -11.177410
1519510907.030487,  -11.129948
1519510907.059026,  -11.106216
1519510907.087568,  -11.129948
1519510907.116105,  -11.106216
1519510907.144641,  -11.177410
1519510907.173183,  -11.177410
1519510907.201719,  -11.106216
1519510907.230253,  -11.153679
1519510907.258784,  -11.129948
1519510907.287321,  -11.201141
1519510907.315904,  -11.177410
1519510907.344445,  -11.201141
1519510907.373001,  -11.106216
1519510907.401543,  -11.201141
1519510907.430084,  -11.153679
1519510907.458622,  -11.129948
1519510907.487160,  -11.153679
1519510907.515697,  -11.201141
1519510907.544230,  -11.153679
1519510907.572790,  -11.153679
1519510907.601329,  -11.153679
1519510907.629860,  -11.153679
1519510907.658390,  -11.201141
1519510907.686923,  -11.248604
1519510907.715456,  -11.296066
1519510907.743996,  -11.224873
1519510907.772545,  -11.248604
1519510907.801087,  -11.224873
1519510907.829638,  -11.248604
1519510907.858177,  -11.272335
1519510907.886714,  -11.224873
1519510907.915262,  -11.201141
1519510907.943830,  -11.272335
1519510907.972365,  -11.201141
1519510908.000883,  -11.177410
1519510908.029405,  -11.177410
1519510908.057926,  -11.248604
1519510908.086459,  -11.177410
1519510908.114993,  -11.296066
1519510908.143539,  -11.272335
1519510908.172077,  -11.224873
1519510908.200663,  -11.272335
1519510908.229206,  -11.082485
1519510908.257760,  -11.153679
1519510908.286314,  -11.248604
1519510908.314887,  -11.129948
1519510908.343440,  -11.224873
1519510908.371968,  -11.224873
1519510908.400502,  -11.153679
1519510908.429045,  -11.272335
1519510908.457598,  -11.224873
1519510908.486142,  -11.248604
1519510908.514691,  -11.201141
1519510908.543239,  -11.272335
1519510908.571819,  -11.272335
1519510908.600373,  -11.248604
1519510908.628935,  -11.272335
1519510908.657479,  -11.201141
1519510908.686031,  -11.153679
1519510908.714586,  -11.153679
1519510908.743176,  -11.201141
1519510908.771723,  -11.224873
1519510908.800270,  -11.224873
1519510908.828815,  -11.224873
1519510908.857354,  -11.177410
1519510908.885883,  -11.201141
1519510908.914419,  -11.201141
1519510908.942961,  -11.177410
1519510908.971497,  -11.201141
1519510909.000034,  -11.248604
1519510909.028577,  -11.201141
1519510909.057127,  -11.272335
1519510909.085675,  -11.224873
1519510909.114228,  -11.272335
1519510909.142780,  -11.153679
1519510909.171326,  -11.177410
1519510909.199877,  -11.177410
1519510909.228417,  -11.177410
1519510909.256963,  -11.177410
1519510909.285507,  -11.224873
1519510909.314050,  -11.177410
1519510909.342598,  -11.248604
1519510909.371144,  -11.224873
1519510909.399692,  -11.201141
1519510909.428246,  -11.177410
1519510909.456801,  -11.296066
1519510909.485359,  -11.177410
1519510909.513906,  -11.177410
1519510909.542462,  -11.201141
1519510909.571004,  -11.106216
1519510909.599546,  -11.201141
1519510909.628088,  -11.177410
1519510909.656632,  -11.153679
1519510909.685174,  -11.177410
1519510909.713730,  -11.177410
1519510909.742342,  -11.224873
1519510909.770887,  -11.224873
1519510909.799457,  -11.177410
1519510909.828065,  -11.248604
1519510909.856650,  -11.201141
1519510909.885218,  -11.201141
1519510909.913789,  -11.201141
1519510909.942353,  -11.224873
1519510909.970921,  -11.248604
1519510909.999459,  -11.248604
1519510910.028001,  -11.319798
1519510910.056555,  -11.224873
1519510910.085107,  -11.272335
1519510910.113662,  -11.248604
1519510910.142229,  -11.272335
1519510910.170806,  -11.224873
1519510910.199365,  -11.177410
1519510910.227930,  -11.153679
1519510910.256491,  -11.272335
1519510910.285048,  -11.224873
1519510910.313636,  -11.224873
1519510910.342223,  -11.201141
1519510910.370803,  -11.272335
1519510910.399367,  -11.224873
1519510910.427943,  -11.201141
1519510910.456510,  -11.224873
1519510910.485072,  -11.224873
1519510910.513626,  -11.177410
1519510910.542188,  -11.177410
1519510910.570755,  -11.177410
1519510910.599320,  -11.201141
1519510910.627884,  -11.296066
1519510910.656433,  -11.224873
1519510910.684991,  -11.272335
1519510910.713547,  -11.224873
1519510910.742100,  -11.224873
1519510910.770724,  -11.272335
1519510910.799279,  -11.177410
1519510910.827826,  -11.224873
1519510910.856385,  -11.129948
1519510910.884942,  -11.248604
1519510910.913502,  -11.224873
1519510910.942057,  -11.201141
1519510910.970607,  -11.177410
1519510910.999156,  -11.248604
1519510911.027699,  -11.177410
1519510911.056241,  -11.296066
1519510911.084849,  -11.201141
1519510911.113407,  -11.201141
1519510911.141954,  -11.272335
1519510911.170506,  -11.248604
1519510911.199039,  -11.224873
1519510911.227573,  -11.201141
1519510911.256110,  -11.153679
1519510911.284705,  -11.272335
1519510911.313304,  -11.272335
1519510911.341868,  -11.248604
1519510911.370437,  -11.248604
1519510911.399001,  -11.201141
1519510911.427562,  -11.201141
1519510911.456133,  -11.248604
1519510911.484690,  -11.272335
1519510911.513264,  -11.201141
1519510911.541830,  -11.201141
1519510911.570384,  -11.248604
1519510911.598938,  -11.201141
1519510911.627478,  -11.272335
1519510911.656026,  -11.296066
1519510911.684573,  -11.201141
1519510911.713128,  -11.129948
1519510911.741672,  -11.248604
1519510911.770219,  -11.177410
1519510911.798771,  -11.177410
1519510911.827325,  -11.224873
1519510911.855877,  -11.272335
1519510911.884419,  -11.177410
1519510911.912959,  -11.224873
1519510911.941496,  -11.177410
1519510911.970030,  -11.224873
1519510911.998582,  -11.177410
1519510912.027127,  -11.224873
1519510912.055668,  -11.224873
1519510912.084215,  -11.129948
1519510912.112766,  -11.224873
1519510912.141309,  -11.153679
1519510912.169849,  -11.153679
1519510912.198389,  -11.177410
1519510912.226941,  -11.177410
1519510912.255482,  -11.177410
1519510912.284034,  -11.082485
1519510912.312586,  -11.106216
1519510912.341144,  -11.058754
1519510912.369694,  -11.177410
1519510912.398245,  -11.201141
1519510912.426784,  -11.248604
1519510912.455319,  -11.177410
1519510912.483870,  -11.153679
1519510912.512429,  -11.177410
1519510912.540980,  -11.106216
1519510912.569528,  -11.224873
1519510912.598072,  -11.177410
1519510912.626624,  -11.224873
1519510912.655165,  -11.272335
1519510912.683705,  -11.224873
1519510912.712251,  -11.177410
1519510912.740861,  -11.248604
1519510912.769405,  -11.177410
1519510912.797968,  -11.177410
1519510912.826550,  -11.224873
1519510912.855108,  -11.224873
1519510912.883661,  -11.224873
1519510912.912208,  -11.248604
1519510912.940765,  -11.177410
1519510912.969309,  -11.224873
1519510912.997839,  -11.153679
1519510913.026375,  -11.201141
1519510913.054908,  -11.153679
1519510913.083444,  -11.224873
1519510913.111981,  -11.224873
1519510913.140528,  -11.153679
1519510913.169078,  -11.248604
1519510913.197623,  -11.248604
1519510913.226175,  -11.272335
1519510913.254722,  -11.224873
1519510913.283262,  -11.272335
1519510913.311811,  -11.248604
1519510913.340363,  -11.272335
1519510913.368902,  -11.248604
1519510913.397446,  -11.201141
1519510913.425986,  -11.248604
1519510913.454526,  -11.224873
1519510913.483089,  -11.177410
1519510913.511635,  -11.296066
1519510913.540192,  -11.248604
1519510913.568734,  -11.201141
1519510913.597290,  -11.224873
1519510913.625836,  -11.201141
1519510913.654384,  -11.296066
1519510913.682968,  -11.224873
1519510913.711514,  -11.224873
1519510913.740056,  -11.224873
1519510913.768591,  -11.248604
1519510913.797137,  -11.224873
1519510913.825683,  -11.201141
1519510913.854236,  -11.224873
1519510913.882798,  -11.201141
1519510913.911366,  -11.177410
1519510913.939930,  -11.272335
1519510913.968489,  -11.177410
1519510913.997041,  -11.248604
1519510914.025629,  -11.177410
1519510914.054215,  -11.224873
1519510914.082778,  -11.201141
1519510914.111332,  -11.201141
1519510914.139879,  -11.177410
1519510914.168427,  -11.201141
1519510914.196989,  -11.177410
1519510914.225558,  -11.248604
1519510914.254121,  -11.082485
1519510914.282740,  -11.177410
1519510914.311344,  -11.177410
1519510914.339912,  -11.153679
1519510914.368471,  -11.106216
1519510914.397022,  -11.129948
1519510914.425567,  -11.177410
1519510914.454116,  -11.153679
1519510914.482668,  -11.201141
1519510914.511223,  -11.224873
1519510914.539790,  -11.201141
1519510914.568333,  -11.201141
1519510914.596877,  -11.177410
1519510914.625422,  -11.224873
1519510914.653965,  -11.177410
1519510914.682511,  -11.153679
1519510914.711049,  -11.201141
1519510914.739585,  -11.153679
1519510914.768119,  -11.129948
1519510914.796665,  -11.177410
1519510914.825222,  -11.201141
1519510914.853779,  -11.201141
1519510914.882342,  -11.129948
1519510914.910903,  -11.201141
1519510914.939460,  -11.153679
1519510914.968026,  -11.224873
1519510914.996603,  -11.129948
1519510915.025170,  -11.082485
1519510915.053746,  -11.106216
1519510915.082356,  -11.201141
1519510915.110925,  -11.177410
1519510915.139493,  -11.272335
1519510915.168054,  -11.224873
1519510915.196609,  -11.201141
1519510915.225154,  -11.153679
1519510915.253719,  -11.296066
1519510915.282353,  -11.248604
1519510915.310912,  -11.248604
1519510915.339474,  -11.177410
1519510915.368026,  -11.177410
1519510915.396580,  -11.272335
1519510915.425140,  -11.201141
1519510915.453707,  -11.106216
1519510915.482258,  -11.177410
1519510915.510864,  -11.177410
1519510915.539418,  -11.153679
1519510915.567969,  -11.248604
1519510915.596512,  -11.129948
1519510915.625053,  -11.177410
1519510915.653608,  -11.224873
1519510915.682148,  -11.058754
1519510915.710698,  -11.129948
1519510915.739237,  -11.177410
1519510915.767783,  -11.153679
1519510915.796336,  -11.248604
1519510915.824912,  -11.248604
1519510915.853482,  -11.296066
1519510915.882035,  -11.272335
1519510915.910577,  -11.177410
1519510915.939109,  -11.153679
1519510915.967654,  -11.177410
1519510915.996213,  -11.201141
1519510916.024756,  -11.201141
1519510916.053321,  -11.224873
1519510916.081885,  -11.177410
1519510916.110459,  -11.153679
1519510916.139019,  -11.129948
1519510916.167570,  -11.129948
1519510916.196117,  -11.106216
1519510916.224662,  -11.201141
1519510916.253215,  -11.129948
1519510916.281790,  -11.106216
1519510916.310364,  -11.153679
1519510916.338953,  -11.201141
1519510916.367504,  -11.201141
1519510916.396051,  -11.177410
1519510916.424603,  -11.129948
1519510916.453165,  -11.201141
1519510916.481710,  -11.177410
1519510916.510250,  -11.153679
1519510916.538787,  -11.177410
1519510916.567322,  -11.129948
1519510916.595862,  -11.153679
1519510916.624400,  -11.177410
1519510916.652950,  -11.129948
1519510916.681496,  -11.201141
1519510916.710039,  -11.177410
1519510916.738586,  -11.177410
1519510916.767135,  -11.035023
1519510916.795678,  -11.129948
1519510916.824217,  -11.177410
1519510916.852767,  -11.082485
1519510916.881304,  -11.129948
1519510916.909849,  -11.177410
1519510916.938393,  -11.129948
1519510916.966925,  -11.201141
1519510916.995463,  -11.272335
1519510917.024006,  -11.248604
1519510917.052557,  -11.224873
1519510917.081103,  -11.153679
1519510917.109653,  -11.201141
1519510917.138211,  -11.177410
1519510917.166763,  -11.177410
1519510917.195305,  -11.153679
1519510917.223845,  -11.177410
1519510917.252434,  -11.224873
1519510917.280999,  -11.224873
1519510917.309622,  -11.153679
1519510917.338227,  -11.177410
1519510917.366798,  -11.248604
1519510917.395375,  -11.248604
1519510917.423930,  -11.153679
1519510917.452500,  -11.201141
1519510917.481063,  -11.177410
1519510917.509623,  -11.248604
1519510917.538195,  -11.296066
1519510917.566758,  -11.224873
1519510917.595317,  -11.153679
1519510917.623878,  -11.201141
1519510917.652441,  -11.272335
1519510917.680984,  -11.201141
1519510917.709543,  -11.106216
1519510917.738093,  -11.129948
1519510917.766638,  -11.272335
1519510917.795183,  -11.201141
1519510917.823737,  -11.224873
1519510917.852346,  -11.129948
1519510917.880890,  -11.248604
1519510917.909431,  -11.224873
1519510917.937983,  -11.177410
1519510917.966535,  -11.153679
1519510917.995093,  -11.201141
1519510918.023646,  -11.153679
1519510918.052187,  -11.201141
1519510918.080736,  -11.201141
1519510918.109276,  -11.177410
1519510918.137814,  -11.224873
1519510918.166339,  -11.177410
1519510918.194871,  -11.177410
1519510918.223402,  -11.201141
1519510918.251935,  -11.201141
1519510918.280469,  -11.201141
1519510918.309000,  -11.153679
1519510918.337536,  -11.153679
1519510918.366074,  -11.201141
1519510918.394614,  -11.201141
1519510918.423159,  -11.177410
1519510918.451692,  -11.201141
1519510918.480227,  -11.177410
1519510918.508768,  -11.153679
1519510918.537308,  -11.201141
1519510918.565849,  -11.177410
1519510918.594383,  -11.153679
1519510918.622924,  -11.153679
1519510918.651456,  -11.106216
1519510918.679990,  -11.201141
1519510918.708528,  -11.177410
1519510918.737061,  -11.201141
1519510918.765603,  -11.248604
1519510918.794186,  -11.129948
1519510918.822786,  -11.106216
1519510918.851354,  -11.153679
1519510918.879905,  -11.224873
1519510918.908456,  -11.153679
1519510918.937002,  -11.177410
1519510918.965545,  -11.201141
1519510918.994089,  -11.248604
1519510919.022659,  -11.129948
1519510919.051210,  -11.082485
1519510919.079757,  -11.129948
1519510919.108298,  -11.153679
1519510919.136838,  -11.106216
1519510919.165384,  -11.177410
1519510919.193924,  -11.129948
1519510919.222467,  -11.106216
1519510919.251002,  -11.153679
1519510919.279538,  -11.153679
1519510919.308077,  -11.153679
1519510919.336624,  -11.082485
1519510919.365168,  -11.177410
1519510919.393710,  -11.082485
1519510919.422249,  -11.153679
1519510919.450854,  -11.129948
1519510919.479397,  -11.129948
1519510919.507935,  -11.106216
1519510919.536480,  -11.177410
1519510919.565020,  -11.177410
1519510919.593580,  -11.129948
1519510919.622131,  -11.201141
1519510919.650698,  -11.129948
1519510919.679246,  -11.201141
1519510919.707797,  -11.224873
1519510919.736345,  -11.248604
1519510919.764900,  -11.129948
1519510919.793455,  -11.129948
1519510919.822006,  -11.082485
1519510919.850549,  -11.082485
1519510919.879092,  -11.177410
1519510919.907636,  -11.177410
1519510919.936196,  -11.177410
1519510919.964748,  -11.129948
1519510919.993306,  -11.106216
1519510920.021848,  -11.129948
1519510920.050393,  -11.201141
1519510920.078940,  -11.153679
1519510920.107492,  -11.177410
1519510920.136040,  -11.082485
1519510920.164584,  -11.106216
1519510920.193139,  -11.153679
1519510920.221684,  -11.153679
1519510920.250237,  -11.201141
1519510920.278788,  -11.129948
1519510920.307341,  -11.153679
1519510920.335922,  -11.153679
1519510920.364482,  -11.201141
1519510920.393032,  -11.201141
1519510920.421577,  -11.106216
1519510920.450130,  -11.177410
1519510920.478675,  -11.153679
1519510920.507226,  -11.201141
1519510920.535786,  -11.129948
1519510920.564342,  -11.177410
1519510920.592893,  -11.106216
1519510920.621445,  -11.129948
1519510920.649994,  -11.129948
1519510920.678554,  -11.177410
1519510920.707102,  -11.201141
1519510920.735647,  -11.224873
1519510920.764196,  -11.201141
1519510920.792745,  -11.201141
1519510920.821289,  -11.177410
1519510920.849838,  -11.248604
1519510920.878381,  -11.177410
1519510920.906940,  -11.177410
1519510920.935494,  -11.272335
1519510920.964041,  -11.248604
1519510920.992584,  -11.177410
1519510921.021205,  -11.272335
1519510921.049870,  -11.201141
1519510921.078471,  -11.224873
1519510921.107023,  -11.177410
1519510921.135590,  -11.129948
1519510921.164150,  -11.248604
1519510921.192714,  -11.224873
1519510921.221262,  -11.201141
1519510921.249815,  -11.248604
1519510921.278695,  -11.224873
1519510921.307281,  -11.177410
1519510921.335854,  -11.201141
