time(s)
1519511473.288716
1519511473.288827
1519511473.288929
1519511473.289073
1519511477.569622
1519511477.574065
1519511477.575561
1519511477.585489
1519511477.586981
1519511477.607479
1519511477.608973
1519511477.629470
1519511477.630965
1519511477.651517
1519511477.652945
1519511477.673486
1519511477.674979
1519511477.696569
1519511477.698061
1519511477.718522
1519511477.720017
1519511477.740515
1519511477.742007
1519511477.762512
1519511477.764007
1519511477.784498
1519511477.785988
1519511477.806475
1519511477.807997
1519511477.828452
1519511477.829943
1519511477.850430
1519511477.851922
1519511477.872425
1519511477.873929
1519511477.894409
1519511477.895895
1519511477.916363
1519511477.917865
1519511477.938349
1519511477.939846
1519511477.960322
1519511477.961818
1519511477.982304
1519511477.983842
1519511478.004294
1519511478.005785
1519511478.026264
1519511478.027761
1519511478.048235
1519511478.049746
1519511478.070225
1519511478.071720
1519511478.092216
1519511478.093712
1519511478.114183
1519511478.115681
1519511478.136173
1519511478.137664
1519511478.158146
1519511478.159635
1519511478.180138
1519511478.181630
1519511478.202099
1519511478.203591
1519511478.224098
1519511478.225577
1519511478.246073
1519511478.247563
1519511478.268054
1519511478.269550
1519511478.290023
1519511478.291523
1519511478.312024
1519511478.313519
1519511478.334024
1519511478.335511
1519511478.355994
1519511478.357488
1519511478.377959
1519511478.379457
1519511478.399947
1519511478.401436
1519511478.421906
1519511478.423412
1519511478.443908
1519511478.445395
1519511478.465870
1519511478.467364
1519511478.487839
1519511478.489329
1519511478.509855
1519511478.511333
1519511478.531816
1519511478.533311
1519511478.553820
1519511478.555306
1519511478.575770
1519511478.577264
1519511478.597754
1519511478.599253
1519511478.619745
1519511478.621241
1519511478.641727
1519511478.643225
1519511478.663706
1519511478.665200
1519511478.685687
1519511478.687180
1519511478.707660
1519511478.709159
1519511478.729651
1519511478.731144
1519511478.751620
1519511478.753115
1519511478.773604
1519511478.775095
1519511478.795589
1519511478.797077
1519511478.817562
1519511478.819056
1519511478.839544
1519511478.841037
1519511478.861544
1519511478.863033
1519511478.883503
1519511478.885003
1519511478.905477
1519511478.906975
1519511478.927464
1519511478.928949
1519511478.949455
1519511478.950948
1519511478.971435
1519511478.972922
1519511478.993418
1519511478.994912
1519511479.015388
1519511479.016884
1519511479.037372
1519511479.038860
1519511479.059354
1519511479.060849
1519511479.081295
1519511479.082788
1519511479.103280
1519511479.104773
1519511479.125284
1519511479.126776
1519511479.147273
1519511479.148766
1519511479.169230
1519511479.170723
1519511479.191283
1519511479.192725
1519511479.213198
1519511479.214694
1519511479.235189
1519511479.236673
1519511479.257181
1519511479.258676
1519511479.279133
1519511479.280627
1519511479.301111
1519511479.302604
1519511479.323107
1519511479.324602
1519511479.345088
1519511479.346577
1519511479.367084
1519511479.368555
1519511479.389041
1519511479.390532
1519511479.411024
1519511479.412519
1519511479.433004
1519511479.434500
1519511479.454987
1519511479.456481
1519511479.476969
1519511479.478456
1519511479.498945
1519511479.500446
1519511479.520928
1519511479.522422
1519511479.542899
1519511479.544395
1519511479.564890
1519511479.566384
1519511479.586878
1519511479.588368
1519511479.608853
1519511479.610346
1519511479.630830
1519511479.632323
1519511479.652788
1519511479.654284
1519511479.674781
1519511479.676274
1519511479.698129
1519511479.698489
1519511479.718740
1519511479.720229
1519511479.740729
1519511479.742220
1519511479.762708
1519511479.764205
1519511479.784704
1519511479.786184
1519511479.806638
1519511479.808137
1519511479.828653
1519511479.830144
1519511479.850608
1519511479.852099
1519511479.872614
1519511479.874107
1519511479.894594
1519511479.896078
1519511479.916578
1519511479.918056
1519511479.938518
1519511479.940013
1519511479.960535
1519511479.962021
1519511479.982512
1519511479.984018
1519511480.004491
1519511480.005981
1519511480.026461
1519511480.027950
1519511480.048468
1519511480.049963
1519511480.070425
1519511480.071919
1519511480.092441
1519511480.093929
1519511480.114413
1519511480.115900
1519511480.136356
1519511480.137850
1519511480.158345
1519511480.159836
1519511480.180313
1519511480.181804
1519511480.202294
1519511480.203799
1519511480.224286
1519511480.225777
1519511480.246288
1519511480.247780
1519511480.268269
1519511480.269759
1519511480.290233
1519511480.291727
1519511480.312186
1519511480.313678
1519511480.334208
1519511480.335700
1519511480.356165
1519511480.357656
1519511480.378145
1519511480.379634
1519511480.400146
1519511480.401634
1519511480.422141
