time(s),dP2(Pa)
1519511465.138020,  -11.438454
1519511465.166560,  -12.269047
1519511465.195102,  -11.723228
1519511465.223644,  -11.343529
1519511465.252186,  -11.248604
1519511465.280720,  -11.960541
1519511465.309253,  -12.767403
1519511465.337795,  -13.336952
1519511465.366339,  -10.892635
1519511465.394895,  -11.296066
1519511465.423437,  -12.838596
1519511465.451987,  -13.075909
1519511465.480540,  -11.462185
1519511465.509083,  -11.082485
1519511465.537632,  -11.723228
1519511465.566179,  -11.770691
1519511465.594742,  -11.841885
1519511465.623286,  -11.367260
1519511465.651832,  -10.655323
1519511465.680382,  -11.153679
1519511465.708925,  -11.557110
1519511465.737473,  -11.248604
1519511465.766017,  -10.702785
1519511465.794566,  -10.845173
1519511465.823101,  -11.035023
1519511465.851640,  -10.987560
1519511465.880172,  -11.106216
1519511465.908710,  -10.797710
1519511465.937240,  -10.797710
1519511465.965772,  -11.011292
1519511465.994312,  -11.462185
1519511466.022854,  -11.438454
1519511466.051391,  -10.940098
1519511466.079938,  -10.702785
1519511466.108477,  -11.177410
1519511466.137025,  -11.011292
1519511466.165580,  -11.035023
1519511466.194184,  -11.011292
1519511466.222793,  -10.892635
1519511466.251357,  -10.868904
1519511466.279908,  -10.797710
1519511466.308459,  -10.868904
1519511466.337011,  -10.773979
1519511466.365588,  -10.821442
1519511466.394144,  -10.940098
1519511466.422691,  -10.797710
1519511466.451250,  -10.679054
1519511466.479802,  -10.726517
1519511466.508361,  -10.655323
1519511466.536931,  -10.726517
1519511466.565495,  -10.916367
1519511466.594078,  -10.679054
1519511466.622653,  -10.750248
1519511466.651211,  -10.773979
1519511466.679782,  -10.868904
1519511466.708332,  -10.940098
1519511466.736891,  -10.963829
1519511466.765468,  -10.773979
1519511466.794056,  -10.797710
1519511466.822614,  -10.892635
1519511466.851175,  -10.892635
1519511466.879735,  -10.821442
1519511466.908290,  -10.750248
1519511466.936861,  -10.773979
1519511466.965438,  -10.845173
1519511466.994028,  -10.750248
1519511467.022601,  -10.726517
1519511467.051193,  -10.773979
1519511467.079769,  -10.892635
1519511467.108343,  -10.987560
1519511467.136919,  -11.082485
1519511467.165486,  -10.797710
1519511467.194070,  -10.750248
1519511467.222646,  -10.773979
1519511467.251208,  -10.987560
1519511467.279769,  -10.679054
1519511467.308333,  -10.797710
1519511467.336905,  -10.679054
1519511467.365475,  -10.821442
1519511467.394047,  -10.773979
1519511467.422608,  -10.940098
1519511467.451175,  -10.750248
1519511467.479742,  -10.773979
1519511467.508289,  -10.773979
1519511467.536843,  -10.821442
1519511467.565392,  -10.821442
1519511467.593944,  -10.773979
1519511467.622494,  -10.702785
1519511467.651054,  -10.726517
1519511467.679610,  -10.726517
1519511467.708205,  -10.702785
1519511467.736824,  -10.845173
1519511467.765386,  -10.750248
1519511467.793954,  -10.726517
1519511467.822514,  -10.726517
1519511467.851067,  -10.797710
1519511467.879648,  -10.726517
1519511467.908190,  -10.726517
1519511467.936728,  -10.750248
1519511467.965274,  -10.750248
1519511467.993828,  -10.845173
1519511468.022371,  -10.726517
1519511468.050914,  -10.679054
1519511468.079455,  -10.750248
1519511468.108003,  -10.773979
1519511468.136549,  -10.679054
1519511468.165098,  -10.655323
1519511468.193654,  -10.655323
1519511468.222228,  -10.655323
1519511468.250787,  -10.750248
1519511468.279341,  -10.702785
1519511468.307885,  -10.655323
1519511468.336431,  -10.773979
1519511468.364986,  -10.821442
1519511468.393542,  -10.726517
1519511468.422089,  -10.797710
1519511468.450650,  -10.702785
1519511468.479203,  -10.773979
1519511468.507753,  -10.797710
1519511468.536298,  -10.773979
1519511468.564851,  -10.750248
1519511468.593407,  -10.750248
1519511468.621962,  -10.679054
1519511468.650524,  -10.797710
1519511468.679065,  -10.868904
1519511468.707609,  -10.773979
1519511468.736155,  -10.750248
1519511468.764710,  -10.750248
1519511468.793271,  -10.845173
1519511468.821820,  -10.845173
1519511468.850390,  -10.797710
1519511468.878950,  -10.868904
1519511468.907493,  -10.868904
1519511468.936032,  -10.868904
1519511468.964575,  -10.916367
1519511468.993111,  -10.821442
1519511469.021653,  -10.868904
1519511469.050191,  -10.821442
1519511469.078739,  -10.773979
1519511469.107279,  -10.773979
1519511469.135823,  -10.773979
1519511469.164378,  -10.940098
1519511469.193006,  -11.129948
1519511469.221586,  -11.011292
1519511469.250141,  -10.773979
1519511469.278696,  -10.750248
1519511469.307244,  -10.845173
1519511469.335797,  -10.679054
1519511469.364367,  -10.797710
1519511469.392916,  -10.821442
1519511469.421467,  -10.773979
1519511469.450014,  -10.726517
1519511469.478546,  -10.726517
1519511469.507084,  -10.679054
1519511469.535623,  -10.702785
1519511469.564175,  -10.797710
1519511469.592719,  -10.750248
1519511469.621259,  -10.773979
1519511469.649802,  -10.845173
1519511469.678347,  -10.773979
1519511469.706888,  -10.702785
1519511469.735424,  -10.940098
1519511469.763976,  -10.868904
1519511469.792521,  -10.845173
1519511469.821062,  -10.750248
1519511469.849607,  -10.750248
1519511469.878164,  -10.868904
1519511469.906712,  -10.916367
1519511469.935279,  -10.868904
1519511469.963859,  -10.702785
1519511469.992409,  -10.655323
1519511470.020957,  -10.773979
1519511470.049514,  -10.868904
1519511470.078065,  -10.868904
1519511470.106619,  -10.773979
1519511470.135177,  -10.773979
1519511470.163729,  -10.797710
1519511470.192303,  -10.845173
1519511470.220853,  -10.797710
1519511470.249403,  -10.773979
1519511470.277943,  -10.726517
1519511470.306483,  -10.821442
1519511470.335028,  -10.821442
1519511470.363583,  -10.845173
1519511470.392190,  -10.821442
1519511470.420737,  -10.963829
1519511470.449282,  -10.987560
1519511470.477825,  -11.011292
1519511470.506382,  -10.773979
1519511470.534935,  -10.821442
1519511470.563490,  -10.892635
1519511470.592036,  -10.963829
1519511470.620582,  -10.845173
1519511470.649131,  -10.940098
1519511470.677675,  -11.035023
1519511470.706249,  -11.011292
1519511470.734836,  -10.940098
1519511470.763387,  -10.821442
1519511470.791935,  -10.845173
1519511470.820478,  -10.916367
1519511470.849031,  -11.011292
1519511470.877590,  -11.201141
1519511470.906138,  -10.987560
1519511470.934696,  -10.892635
1519511470.963253,  -10.868904
1519511470.991803,  -10.940098
1519511471.020356,  -10.916367
1519511471.048904,  -10.940098
1519511471.077455,  -11.011292
1519511471.106050,  -10.845173
1519511471.134598,  -10.916367
1519511471.163151,  -10.940098
1519511471.191696,  -10.845173
1519511471.220249,  -10.845173
1519511471.248811,  -10.892635
1519511471.277347,  -10.892635
1519511471.305897,  -10.845173
1519511471.334451,  -10.892635
1519511471.363013,  -10.868904
1519511471.391582,  -10.940098
1519511471.420153,  -10.845173
1519511471.448726,  -11.106216
1519511471.477290,  -10.845173
1519511471.505857,  -10.821442
1519511471.534438,  -10.821442
1519511471.563002,  -10.892635
1519511471.591553,  -10.916367
1519511471.620105,  -10.797710
1519511471.648666,  -10.868904
1519511471.677216,  -10.821442
1519511471.705803,  -10.868904
1519511471.734373,  -10.940098
1519511471.762922,  -10.797710
1519511471.791471,  -10.750248
1519511471.820036,  -10.679054
1519511471.848595,  -10.987560
1519511471.877146,  -10.679054
1519511471.905695,  -10.773979
1519511471.934251,  -10.797710
1519511471.962802,  -10.702785
1519511471.991357,  -10.797710
1519511472.019904,  -11.153679
1519511472.048464,  -10.797710
1519511472.077021,  -10.868904
1519511472.105587,  -11.082485
1519511472.134144,  -11.011292
1519511472.162696,  -10.987560
1519511472.191246,  -10.726517
1519511472.219820,  -10.845173
1519511472.248417,  -11.035023
1519511472.276983,  -10.940098
1519511472.305563,  -10.868904
1519511472.334136,  -10.821442
1519511472.362692,  -10.750248
1519511472.391246,  -10.821442
1519511472.419804,  -10.987560
1519511472.448359,  -10.987560
1519511472.476908,  -10.916367
1519511472.505458,  -10.845173
1519511472.534013,  -10.916367
1519511472.562563,  -10.963829
1519511472.591116,  -10.987560
1519511472.619669,  -10.916367
1519511472.648224,  -11.011292
1519511472.676775,  -11.058754
1519511472.705332,  -11.129948
1519511472.733886,  -10.987560
1519511472.762432,  -10.892635
1519511472.790986,  -10.892635
1519511472.819540,  -10.868904
1519511472.848090,  -10.963829
1519511472.876644,  -10.868904
1519511472.905190,  -10.940098
1519511472.933804,  -10.868904
1519511472.962368,  -10.987560
1519511472.990924,  -10.963829
1519511473.019479,  -10.940098
1519511473.048043,  -10.773979
1519511473.076596,  -10.773979
1519511473.105152,  -10.940098
1519511473.133703,  -10.797710
1519511473.162264,  -10.845173
1519511473.190819,  -10.750248
1519511473.219378,  -10.963829
1519511473.247935,  -10.916367
1519511473.276506,  -10.679054
1519511473.305070,  -10.014580
1519511473.333652,  -10.631592
1519511473.362231,  -10.845173
1519511473.390817,  -10.845173
1519511473.419398,  -10.940098
1519511473.447974,  -10.845173
1519511473.476553,  -10.702785
1519511473.505126,  -10.845173
1519511473.533696,  -10.868904
1519511473.562275,  -10.940098
1519511473.590856,  -10.868904
1519511473.619439,  -10.868904
1519511473.648030,  -11.035023
1519511473.676600,  -11.082485
1519511473.705172,  -10.987560
1519511473.733792,  -11.201141
1519511473.762360,  -11.438454
1519511473.790921,  -11.129948
1519511473.819491,  -11.058754
1519511473.848055,  -11.201141
1519511473.876618,  -11.248604
1519511473.905182,  -10.963829
1519511473.933811,  -11.248604
1519511473.962376,  -11.438454
1519511473.990993,  -11.106216
1519511474.019543,  -11.035023
1519511474.048098,  -10.821442
1519511474.076666,  -10.963829
1519511474.105240,  -11.035023
1519511474.133848,  -10.940098
1519511474.162440,  -10.679054
1519511474.191012,  -10.750248
1519511474.219595,  -10.940098
1519511474.248213,  -11.058754
1519511474.276777,  -11.011292
1519511474.305333,  -10.750248
1519511474.333911,  -10.750248
1519511474.362483,  -10.940098
1519511474.391050,  -10.868904
1519511474.419619,  -10.868904
1519511474.448197,  -10.821442
1519511474.476779,  -10.868904
1519511474.505344,  -10.963829
1519511474.533901,  -10.892635
1519511474.562463,  -10.797710
1519511474.591021,  -10.773979
1519511474.619580,  -10.797710
1519511474.648139,  -10.845173
1519511474.676692,  -10.845173
1519511474.705246,  -10.868904
1519511474.733858,  -10.797710
1519511474.762407,  -10.726517
1519511474.790952,  -10.892635
1519511474.819515,  -10.845173
1519511474.848071,  -10.845173
1519511474.876630,  -10.821442
1519511474.905318,  -10.773979
1519511474.933897,  -10.892635
1519511474.962462,  -10.821442
1519511474.991013,  -10.821442
1519511475.019565,  -10.750248
1519511475.048128,  -10.845173
1519511475.076689,  -10.892635
1519511475.105241,  -10.868904
1519511475.133792,  -10.868904
1519511475.162341,  -10.773979
1519511475.190883,  -10.845173
1519511475.219435,  -10.750248
1519511475.248007,  -10.868904
1519511475.276576,  -10.916367
1519511475.305132,  -10.845173
1519511475.333677,  -10.797710
1519511475.362228,  -10.940098
1519511475.390774,  -10.868904
1519511475.419317,  -10.773979
1519511475.447860,  -10.916367
1519511475.476428,  -10.845173
1519511475.504994,  -10.845173
1519511475.533556,  -10.963829
1519511475.562171,  -10.892635
1519511475.590722,  -10.726517
1519511475.619268,  -10.868904
1519511475.647812,  -10.940098
1519511475.676370,  -10.868904
1519511475.704945,  -10.892635
1519511475.733515,  -10.845173
1519511475.762073,  -10.821442
1519511475.790626,  -10.868904
1519511475.819201,  -10.940098
1519511475.847776,  -10.821442
1519511475.876347,  -10.773979
1519511475.904924,  -10.892635
1519511475.933494,  -10.963829
1519511475.962072,  -10.845173
1519511475.990631,  -10.773979
1519511476.019199,  -10.821442
1519511476.047887,  -10.821442
1519511476.076449,  -10.940098
1519511476.105003,  -10.940098
1519511476.133562,  -10.845173
1519511476.162315,  -10.821442
1519511476.190883,  -10.845173
1519511476.219445,  -10.940098
1519511476.248000,  -10.845173
1519511476.276571,  -10.821442
1519511476.305135,  -10.821442
1519511476.333680,  -10.845173
1519511476.362251,  -10.821442
1519511476.390810,  -10.845173
1519511476.419377,  -10.821442
1519511476.447943,  -10.797710
1519511476.476509,  -10.702785
1519511476.505226,  -10.797710
1519511476.533828,  -10.821442
1519511476.562376,  -10.773979
1519511476.590916,  -10.797710
1519511476.619466,  -10.726517
1519511476.648016,  -10.726517
1519511476.676576,  -10.892635
1519511476.705141,  -10.726517
1519511476.733731,  -10.773979
1519511476.762342,  -10.702785
1519511476.790896,  -10.868904
1519511476.819464,  -10.868904
1519511476.848030,  -10.773979
1519511476.876589,  -10.726517
1519511476.905150,  -10.702785
1519511476.933707,  -10.679054
1519511476.962268,  -10.726517
1519511476.990829,  -10.702785
1519511477.019401,  -10.726517
1519511477.047956,  -10.750248
1519511477.076673,  -10.892635
1519511477.105244,  -10.868904
1519511477.133834,  -10.797710
1519511477.162419,  -10.726517
1519511477.190994,  -10.773979
1519511477.219566,  -10.868904
1519511477.248143,  -10.892635
1519511477.276720,  -10.845173
1519511477.305293,  -10.750248
1519511477.334075,  -10.797710
1519511477.362646,  -10.916367
1519511477.391197,  -10.868904
1519511477.419751,  -10.845173
1519511477.448314,  -10.773979
1519511477.476881,  -10.845173
1519511477.505602,  -10.821442
1519511477.534162,  -10.868904
1519511477.562722,  -10.940098
1519511477.591275,  -10.845173
1519511477.619835,  -10.821442
1519511477.648399,  -11.082485
1519511477.676951,  -11.082485
1519511477.705541,  -10.868904
1519511477.734172,  -10.821442
1519511477.762732,  -10.821442
1519511477.791282,  -10.821442
1519511477.819842,  -10.916367
1519511477.848408,  -10.963829
1519511477.876970,  -10.916367
1519511477.905538,  -10.797710
1519511477.934123,  -10.916367
1519511477.962686,  -10.963829
1519511477.991247,  -10.940098
1519511478.019809,  -10.845173
1519511478.048366,  -10.868904
1519511478.076924,  -10.892635
1519511478.105492,  -10.987560
1519511478.134071,  -10.892635
1519511478.162668,  -10.773979
1519511478.191225,  -10.821442
1519511478.219811,  -10.916367
1519511478.248413,  -10.916367
1519511478.276984,  -10.916367
1519511478.305549,  -10.868904
1519511478.334099,  -10.868904
1519511478.362656,  -10.868904
1519511478.391212,  -10.940098
1519511478.419772,  -10.797710
1519511478.448316,  -10.821442
1519511478.476861,  -10.750248
1519511478.505437,  -10.940098
1519511478.534004,  -10.892635
1519511478.562562,  -10.940098
1519511478.591114,  -10.821442
1519511478.619656,  -10.892635
1519511478.648210,  -10.868904
1519511478.676768,  -10.868904
1519511478.705331,  -10.916367
1519511478.733891,  -10.821442
1519511478.762438,  -10.773979
1519511478.790987,  -10.916367
1519511478.819531,  -10.868904
1519511478.848092,  -10.916367
1519511478.876650,  -10.821442
1519511478.905209,  -10.797710
1519511478.933825,  -10.868904
1519511478.962380,  -11.011292
1519511478.990934,  -10.845173
1519511479.019493,  -10.773979
1519511479.048038,  -10.726517
1519511479.076592,  -10.916367
1519511479.105145,  -10.916367
1519511479.133701,  -10.892635
1519511479.162272,  -10.821442
1519511479.190879,  -10.821442
1519511479.219502,  -10.916367
1519511479.248074,  -10.916367
1519511479.276639,  -10.892635
1519511479.305202,  -10.916367
1519511479.333827,  -10.821442
1519511479.362398,  -11.035023
1519511479.390960,  -10.892635
1519511479.419526,  -10.916367
1519511479.448092,  -10.868904
1519511479.476651,  -10.916367
1519511479.505220,  -11.058754
1519511479.533832,  -11.058754
1519511479.562392,  -10.892635
1519511479.590949,  -10.892635
1519511479.619521,  -10.940098
1519511479.648086,  -11.082485
1519511479.676657,  -10.963829
1519511479.705257,  -10.940098
1519511479.733882,  -10.845173
1519511479.762456,  -10.892635
1519511479.791021,  -10.868904
1519511479.819585,  -10.892635
1519511479.848164,  -10.750248
1519511479.876729,  -10.773979
1519511479.905290,  -10.845173
1519511479.933868,  -10.821442
1519511479.962432,  -10.963829
1519511479.990994,  -10.821442
1519511480.019560,  -10.868904
1519511480.048131,  -10.892635
1519511480.076692,  -10.821442
1519511480.105264,  -10.868904
1519511480.133838,  -10.940098
1519511480.162397,  -10.821442
1519511480.190964,  -10.868904
1519511480.219534,  -11.129948
1519511480.248104,  -11.058754
1519511480.276666,  -10.940098
1519511480.305237,  -10.987560
1519511480.333847,  -10.916367
1519511480.362410,  -10.987560
1519511480.390969,  -11.106216
1519511480.419529,  -10.940098
1519511480.448092,  -10.821442
1519511480.476661,  -10.868904
1519511480.505246,  -11.082485
1519511480.533828,  -11.035023
1519511480.562391,  -10.916367
1519511480.590982,  -10.892635
1519511480.619555,  -11.058754
1519511480.648120,  -10.987560
1519511480.676671,  -11.011292
1519511480.705223,  -10.845173
1519511480.733828,  -10.821442
1519511480.762385,  -10.868904
1519511480.790943,  -10.940098
1519511480.819495,  -10.821442
1519511480.848051,  -10.821442
1519511480.876607,  -10.892635
1519511480.905165,  -10.892635
1519511480.933719,  -10.987560
1519511480.962287,  -11.153679
1519511480.990846,  -10.845173
1519511481.019386,  -10.987560
1519511481.047930,  -10.892635
1519511481.076478,  -11.035023
1519511481.105020,  -10.892635
1519511481.133562,  -10.940098
1519511481.162167,  -10.845173
1519511481.190713,  -10.940098
1519511481.219270,  -10.963829
1519511481.247855,  -10.845173
1519511481.276432,  -10.750248
1519511481.304981,  -10.868904
1519511481.333519,  -10.845173
1519511481.362063,  -10.892635
1519511481.390653,  -10.916367
1519511481.419202,  -10.797710
1519511481.447760,  -10.821442
1519511481.476307,  -10.963829
1519511481.504861,  -10.868904
1519511481.533404,  -10.797710
1519511481.561949,  -10.797710
1519511481.590500,  -10.892635
1519511481.619054,  -10.868904
1519511481.647600,  -10.940098
1519511481.676197,  -10.892635
1519511481.704740,  -10.821442
1519511481.733281,  -10.916367
1519511481.761827,  -10.963829
1519511481.790371,  -10.916367
1519511481.818941,  -10.845173
1519511481.847506,  -10.940098
1519511481.876058,  -10.940098
1519511481.904644,  -10.963829
1519511481.933219,  -10.987560
1519511481.961774,  -10.845173
1519511481.990318,  -10.868904
1519511482.018905,  -10.963829
1519511482.047478,  -10.987560
1519511482.076044,  -10.845173
1519511482.104602,  -10.845173
1519511482.133172,  -10.845173
1519511482.161723,  -10.916367
1519511482.190284,  -10.963829
1519511482.218843,  -10.940098
1519511482.247406,  -10.726517
1519511482.275963,  -10.797710
1519511482.304531,  -10.845173
1519511482.333094,  -10.845173
1519511482.361655,  -10.750248
1519511482.390219,  -10.750248
1519511482.418778,  -10.845173
1519511482.447339,  -10.868904
1519511482.475904,  -10.868904
1519511482.504505,  -10.940098
1519511482.533072,  -10.821442
1519511482.561649,  -10.797710
1519511482.590230,  -10.821442
1519511482.618810,  -10.916367
1519511482.647374,  -10.845173
1519511482.675937,  -10.773979
1519511482.704533,  -10.868904
1519511482.733130,  -10.892635
1519511482.761692,  -10.892635
1519511482.790247,  -10.963829
1519511482.818808,  -10.773979
1519511482.847385,  -10.773979
1519511482.875984,  -10.963829
1519511482.904551,  -10.987560
1519511482.933105,  -10.892635
1519511482.961659,  -10.773979
1519511482.990214,  -10.821442
1519511483.018763,  -10.868904
1519511483.047318,  -10.821442
1519511483.075879,  -10.845173
1519511483.104449,  -10.702785
1519511483.133012,  -10.750248
1519511483.161565,  -10.940098
1519511483.190116,  -10.940098
1519511483.218664,  -10.845173
1519511483.247213,  -10.821442
1519511483.275762,  -10.892635
1519511483.304319,  -10.868904
1519511483.332870,  -10.892635
1519511483.361408,  -10.868904
1519511483.389955,  -10.868904
1519511483.418492,  -10.892635
1519511483.447028,  -10.987560
1519511483.475564,  -10.868904
1519511483.504133,  -10.892635
1519511483.532690,  -10.821442
1519511483.561243,  -10.940098
1519511483.589790,  -10.892635
1519511483.618350,  -10.868904
1519511483.646901,  -10.940098
1519511483.675447,  -10.845173
1519511483.704002,  -10.892635
1519511483.732558,  -10.868904
1519511483.761103,  -10.892635
1519511483.789663,  -10.845173
1519511483.818232,  -10.797710
1519511483.846790,  -10.892635
1519511483.875343,  -10.940098
1519511483.903900,  -10.940098
1519511483.932460,  -10.868904
1519511483.961035,  -10.940098
1519511483.989590,  -10.963829
1519511484.018148,  -11.082485
1519511484.046705,  -10.987560
1519511484.075264,  -10.916367
1519511484.103825,  -10.821442
1519511484.132382,  -10.916367
1519511484.160918,  -10.987560
1519511484.189470,  -10.892635
1519511484.218043,  -10.797710
1519511484.246635,  -10.892635
1519511484.275223,  -10.892635
1519511484.303826,  -11.011292
1519511484.332392,  -10.940098
1519511484.360956,  -10.821442
1519511484.389515,  -10.821442
1519511484.418076,  -11.011292
1519511484.446631,  -10.963829
1519511484.475187,  -10.963829
1519511484.503813,  -10.916367
1519511484.532390,  -10.963829
1519511484.560964,  -10.892635
1519511484.589536,  -10.963829
1519511484.618102,  -10.963829
1519511484.646657,  -10.892635
1519511484.675206,  -10.821442
1519511484.703816,  -10.940098
1519511484.732368,  -10.892635
1519511484.760916,  -10.845173
1519511484.789470,  -10.797710
1519511484.818079,  -10.845173
1519511484.846649,  -10.845173
1519511484.875216,  -10.987560
1519511484.903819,  -10.797710
1519511484.932392,  -10.797710
1519511484.960964,  -10.916367
1519511484.989524,  -10.963829
1519511485.018118,  -11.011292
1519511485.046671,  -10.845173
1519511485.075235,  -10.845173
1519511485.103857,  -10.940098
1519511485.132434,  -10.963829
1519511485.160985,  -11.058754
1519511485.189544,  -10.916367
1519511485.218119,  -10.773979
1519511485.246673,  -10.916367
1519511485.275240,  -11.058754
1519511485.303801,  -10.963829
1519511485.332357,  -10.892635
1519511485.360914,  -10.940098
1519511485.389469,  -10.987560
1519511485.418027,  -10.916367
1519511485.446580,  -10.892635
1519511485.475151,  -10.892635
1519511485.503712,  -10.773979
1519511485.532287,  -10.892635
1519511485.560854,  -10.987560
1519511485.589416,  -10.963829
1519511485.617983,  -10.868904
1519511485.646545,  -10.916367
1519511485.675107,  -10.892635
1519511485.703690,  -10.963829
1519511485.732281,  -11.177410
1519511485.760848,  -11.058754
1519511485.789411,  -10.940098
1519511485.817969,  -10.940098
1519511485.846525,  -11.177410
1519511485.875083,  -11.011292
1519511485.903640,  -10.940098
1519511485.932201,  -10.940098
1519511485.960760,  -10.963829
1519511485.989316,  -11.035023
1519511486.017879,  -11.058754
1519511486.046438,  -10.868904
1519511486.074989,  -10.845173
1519511486.103550,  -10.940098
1519511486.132112,  -11.035023
1519511486.160675,  -10.940098
1519511486.189232,  -10.892635
1519511486.217798,  -10.963829
1519511486.246370,  -11.153679
1519511486.274943,  -11.035023
1519511486.303519,  -11.035023
1519511486.332090,  -10.916367
1519511486.360657,  -10.821442
1519511486.389226,  -10.916367
1519511486.417803,  -11.011292
1519511486.446372,  -10.963829
1519511486.474941,  -10.868904
1519511486.503510,  -10.892635
1519511486.532080,  -10.987560
1519511486.560647,  -11.082485
1519511486.589219,  -11.011292
1519511486.617785,  -10.773979
1519511486.646354,  -10.773979
1519511486.674926,  -10.892635
1519511486.703490,  -10.892635
1519511486.732074,  -10.726517
1519511486.760642,  -10.702785
1519511486.789223,  -10.845173
1519511486.817804,  -10.892635
1519511486.846381,  -10.892635
1519511486.874955,  -10.821442
1519511486.903536,  -10.773979
1519511486.932098,  -10.702785
1519511486.960671,  -10.750248
1519511486.989227,  -10.892635
1519511487.017802,  -10.773979
1519511487.046368,  -10.702785
1519511487.074932,  -10.797710
1519511487.103495,  -10.916367
1519511487.132052,  -10.868904
1519511487.160626,  -10.868904
1519511487.189188,  -10.773979
1519511487.217761,  -10.821442
1519511487.246378,  -10.868904
1519511487.274959,  -11.082485
1519511487.303555,  -10.987560
1519511487.332186,  -10.750248
1519511487.360747,  -10.845173
1519511487.389311,  -10.821442
1519511487.417871,  -10.797710
1519511487.446440,  -10.821442
1519511487.475006,  -10.868904
1519511487.503566,  -10.868904
1519511487.532178,  -10.892635
1519511487.560747,  -10.963829
1519511487.589319,  -10.845173
1519511487.617884,  -10.726517
1519511487.646451,  -10.821442
1519511487.675015,  -10.916367
1519511487.703576,  -10.773979
1519511487.732193,  -10.726517
1519511487.760777,  -10.726517
1519511487.789337,  -10.773979
1519511487.817899,  -10.845173
1519511487.846466,  -11.082485
1519511487.875038,  -10.750248
1519511487.903595,  -10.726517
1519511487.932171,  -10.679054
1519511487.960743,  -10.726517
1519511487.989307,  -10.821442
1519511488.017869,  -10.773979
1519511488.046434,  -10.655323
1519511488.075000,  -10.702785
1519511488.103562,  -10.750248
1519511488.132184,  -11.082485
1519511488.160761,  -10.679054
1519511488.189322,  -10.726517
1519511488.217873,  -10.702785
1519511488.246425,  -10.868904
1519511488.274984,  -11.106216
1519511488.303536,  -10.916367
1519511488.332090,  -10.916367
1519511488.360638,  -10.773979
1519511488.389187,  -10.868904
1519511488.417736,  -11.011292
1519511488.446282,  -10.679054
1519511488.474831,  -10.679054
1519511488.503383,  -10.607861
1519511488.531939,  -10.679054
1519511488.560485,  -10.512936
